20010102  ACES3   85  86
20010103;ACES3;86;96
20010104;ACES3;95;95
20010105;ACES3;98;94
20010108;ACES3;93;91
20010109;ACES3;98;93
20010110;ACES3;94;96
20010111;ACES3;96;95
20010112;ACES3;97;95
20010115;ACES3;95;97
20010116;ACES3;97;92
20010117;ACES3;95;96
20010118;ACES3;98;100
20010119;ACES3;102;102
20010122;ACES3;105;99
20010123;ACES3;100;104
20010124;ACES3;104;100
20010126;ACES3;100;101
20010129;ACES3;100;100
20010130;ACES3;99;97
20010131;ACES3;99;96
20010201;ACES3;94;91
20010202;ACES3;94;93
20010205;ACES3;94;93
20010206;ACES3;93;94
20010207;ACES3;94;95
20010208;ACES3;96;96
20010209;ACES3;95;95
20010212;ACES3;95;92
20010213;ACES3;93;92
20010214;ACES3;94;95
20010215;ACES3;96;92
20010216;ACES3;91;93
20010219;ACES3;94;94
20010220;ACES3;95;91
20010221;ACES3;93;93
20010222;ACES3;93;92
20010223;ACES3;94;93
20010228;ACES3;91;90
20010301;ACES3;91;90
20010302;ACES3;91;94
20010305;ACES3;93;92
20010306;ACES3;93;91
20010307;ACES3;93;91
20010308;ACES3;91;92
20010309;ACES3;91;90
20010312;ACES3;90;90
20010313;ACES3;91;90
20010315;ACES3;90;86
20010314;ACES3;89;88
20010316;ACES3;88;90
20010319;ACES3;86;86
20010320;ACES3;87;89
20010321;ACES3;90;90
20010322;ACES3;90;85
20010323;ACES3;84;84
20010326;ACES3;84;84
20010327;ACES3;85;84
20010328;ACES3;84;81
20010329;ACES3;83;83
20010330;ACES3;86;86
20010402;ACES3;84;83
20010403;ACES3;81;79
20010404;ACES3;81;82
20010405;ACES3;83;84
20010406;ACES3;84;84
20010409;ACES3;84;87
20010410;ACES3;89;95
20010411;ACES3;95;91
20010412;ACES3;95;92
20010416;ACES3;94;88
20010417;ACES3;90;85
20010418;ACES3;85;87
20010419;ACES3;87;85
20010420;ACES3;85;80
20010423;ACES3;83;81
20010424;ACES3;83;84
20010425;ACES3;83;77
20010426;ACES3;82;82
20010427;ACES3;85;80
20010502;ACES3;82;81
20010430;ACES3;85;83
20010503;ACES3;81;82
20010504;ACES3;82;82
20010507;ACES3;82;82
20010508;ACES3;82;81
20010509;ACES3;80;77
20010510;ACES3;78;77
20010511;ACES3;79;73
20010514;ACES3;73;70
20010515;ACES3;72;66
20010516;ACES3;68;70
20010517;ACES3;70;70
20010518;ACES3;74;69
20010521;ACES3;67;67
20010522;ACES3;67;68
20010523;ACES3;66;66
20010524;ACES3;65;64
20010525;ACES3;67;64
20010528;ACES3;64;62
20010529;ACES3;63;61
20010530;ACES3;61;62
20010531;ACES3;63;63
20010601;ACES3;63;62
20010604;ACES3;63;64
